99
3
36.0	223.330002	846.2318223927954
32.0	316.670013	1285.7279600087008
35.0	330.0	1347.3184300599123
70.0	591.669983	2580.6077707869595
32.0	991.669983	3579.3664756760277
22.0	556.669983	1758.0929509946243
47.0	983.330017	3917.6250957170523
83.0	758.330017	3302.676835786514
16.0	608.330017	1751.4846897677567
65.0	336.670013	1379.8876574776507
37.0	188.330002	681.4325615853726
40.0	361.670013	1455.6018039670419
9.0	590.0	1518.4869862021842
39.0	181.669998	650.0735976946731
92.0	458.329987	1952.7488141534247
28.0	533.330017	1824.1197020060702
41.0	346.670013	1405.990517278178
5.0	368.329987	1357.4275094352383
26.0	586.669983	1903.7259693966596
29.0	373.329987	1452.4967760885402
18.0	856.669983	3333.1430581648647
21.0	506.670013	1651.6068719848176
3.0	95.0	241.98355184950753
15.0	426.670013	1461.7194892615173
14.0	423.329987	1449.4010880241874
41.0	893.330017	4346.784750522211
47.0	158.330002	540.1760523218676
19.0	623.330017	1919.4898223093046
67.0	1050.0	3218.2719870791457
16.0	280.0	1113.0653589744556
55.0	420.0	1772.264140630583
25.0	158.330002	540.1760523218675
11.0	495.0	1484.7281097180946
16.0	753.330017	2620.441228944707
62.0	1370.0	3922.3795730638863
44.0	366.670013	1485.8779023096909
12.0	165.0	571.5820734643528
18.0	128.330002	398.91954305836236
28.0	261.670013	1026.757693025608
30.0	863.330017	3941.747118749219
37.0	923.330017	4043.5973850092705
24.0	706.669983	2608.164665808311
28.0	456.670013	1644.1989149104425
37.0	860.0	4246.646518021312
64.0	573.330017	2494.2502466915303
27.0	751.669983	3021.934687880423
23.0	493.329987	1657.6171799505473
20.0	358.329987	1392.8499511638713
19.0	510.0	1625.356071962714
14.0	298.329987	1199.3730249233035
17.0	533.330017	1625.381119354896
13.0	490.0	1508.980391302006
42.0	573.330017	2220.536348354682
46.0	323.329987	1317.0867826428914
15.0	713.330017	2346.720768597645
31.0	718.330017	2927.4599557221977
69.0	853.330017	4333.899901897332
8.0	456.670013	1418.6448839416853
21.0	523.330017	1680.3793212817259
320.0	880.0	3877.5
20.0	900.0	3450.03453903979
39.0	326.670013	1332.8134630965358
130.0	668.330017	3043.1273101387133
111.0	370.0	1536.8287965971488
34.0	518.330017	1889.3467050650804
36.0	283.329987	1128.7447702915508
8.0	290.0	1160.1508620622908
41.0	633.330017	2574.3876984170342
33.0	165.0	571.5820734643527
15.0	278.329987	1105.2020187476335
29.0	1200.0	2320.167309602637
10.0	258.329987	1011.0310125719634
69.0	443.329987	1882.1182109433942
21.0	363.329987	1404.053292147595
21.0	516.669983	1668.8771937563852
17.0	360.0	1387.4380403448438
75.0	346.670013	1426.974726284338
17.0	720.0	2455.3000006902926
26.0	405.0	1509.5265301681834
16.0	596.669983	1688.6557398484242
28.0	193.330002	704.97531312929
35.0	246.669998	956.129367765601
27.0	288.329987	1152.2875218354686
30.0	571.669983	1957.0289760501696
19.0	775.0	2868.7150504733286
1.0	150.0	500.95381883260023
39.0	335.0	1364.160887497652
36.0	718.330017	3099.7155746967483
45.0	603.330017	2425.247532953941
24.0	420.0	1526.0145168094066
48.0	550.0	2254.11473128443
32.0	270.0	1065.979855886621
16.0	556.669983	1637.287373549707
51.0	405.0	1677.0643744183894
6.0	480.0	1405.3877114579818
47.0	480.0	1952.4891195208597
46.0	390.0	1584.43913013425
28.0	673.330017	2506.6067008843793
12.0	366.670013	1380.0604964209858
ECM: 189450.95883628397
